StoreID,before,after
360,7354.3214285714275,7713.921052631579
361,11038.5,11555.157894736842
362,10218.57142857143,10893.947368421053
363,16511.042857142857,16898.42105263158
364,9972.764285714287,9877.605263157895
365,12208.814285714287,12577.447368421053
366,14244.671428571426,15002.78947368421
367,16482.964285714286,16663.473684210527
368,12286.335714285713,12680.684210526315
369,6518.335714285714,6489.0
370,13684.82142857143,14229.78947368421
371,11987.42857142857,11657.315789473685
372,7270.535714285715,7883.5
373,12105.342857142858,13234.921052631578
374,8567.27857142857,8505.263157894737
375,6632.050000000001,7065.921052631579
376,11816.471428571429,11699.526315789473
377,15060.67142857143,15447.473684210527
378,4874.892857142857,4790.815789473684
379,14026.0,14650.263157894737
380,8321.699999999999,9106.578947368422
381,7394.185714285713,7208.631578947368
382,7742.285714285713,8064.684210526316
383,5300.114285714286,5342.736842105263
384,6569.878571428571,6786.5526315789475
385,8605.535714285714,9034.868421052632
386,13359.592857142856,14408.315789473685
387,13352.57142857143,14275.842105263158
388,9017.457142857143,9339.973684210527
389,12169.092857142858,12438.5
390,6273.007142857144,6266.0526315789475
391,12965.978571428572,13024.71052631579
392,13037.264285714287,12347.184210526315
393,12704.17857142857,12863.131578947368
394,13498.392857142857,14103.473684210527
395,10602.65,10275.631578947368
396,13487.571428571426,13440.447368421053
397,6253.342857142858,6183.210526315789
398,16555.757142857146,17344.763157894737
399,6258.271428571429,6284.789473684211
400,13436.278571428571,12977.552631578947
401,7564.907142857142,7453.131578947368
402,6811.657142857142,6830.473684210527
403,11137.4,11084.78947368421
404,14630.657142857144,14229.184210526315
405,14628.785714285714,14917.526315789473
406,13354.892857142857,13285.105263157895
407,7425.064285714287,8190.1578947368425
408,15663.85,16294.0
409,14676.385714285716,14338.578947368422
410,15628.678571428569,15753.894736842105
411,8815.314285714285,8569.263157894737
412,15018.171428571428,13713.605263157895
413,14020.27142857143,13108.28947368421
414,11658.585714285713,13131.21052631579
415,14379.371428571427,15202.236842105263
416,9995.199999999999,10374.947368421053
417,6642.949999999999,7337.026315789473
418,8893.214285714286,9511.263157894737
419,5894.9857142857145,5862.289473684211
420,6176.157142857143,6216.868421052632
421,14204.957142857142,14904.552631578947
422,3034.6928571428575,3064.9210526315787
423,6685.692857142857,6806.473684210527
424,11475.064285714287,11576.5
425,13396.699999999999,13653.368421052632
426,7033.021428571429,6914.868421052632
427,13871.792857142855,13608.947368421053
428,4137.621428571429,4280.078947368421
429,11270.757142857141,11094.78947368421
430,9308.514285714284,10292.842105263158
431,4149.421428571428,4245.4473684210525
432,14334.92857142857,14485.842105263158
433,14590.192857142858,14971.605263157895
434,17998.35,19243.973684210527
435,9110.714285714286,9480.078947368422
436,9217.6,9310.105263157895
437,6009.742857142858,6013.394736842105
438,9621.728571428572,9748.421052631578
439,10345.25,10409.236842105263
440,16279.571428571426,16695.13157894737
441,10425.114285714286,10639.894736842105
442,11630.435714285715,11574.368421052632
443,15512.657142857144,16210.5
444,13864.357142857143,14545.421052631578
445,9179.507142857143,10011.605263157895
446,14115.635714285712,14858.868421052632
447,8515.7,9207.078947368422
448,15357.421428571428,16792.78947368421
449,10330.785714285714,10864.421052631578
450,8190.771428571429,8224.921052631578
451,6800.099999999999,6638.894736842105
452,11577.028571428571,11581.921052631578
453,14311.614285714284,13908.578947368422
454,10370.885714285714,10319.605263157895
455,4472.285714285715,4346.315789473684
456,7713.364285714285,8309.684210526315
457,8312.6,8243.605263157895
458,7839.471428571429,7614.3421052631575
459,3737.1,3785.0789473684213
460,10688.814285714285,10751.473684210527
461,9004.0,9407.263157894737
462,13605.264285714287,14025.526315789473
463,8581.785714285714,8723.947368421053
464,10841.764285714287,11044.552631578947
465,12182.157142857142,12876.21052631579
466,10777.771428571428,11095.315789473685
467,13004.028571428573,13667.21052631579
468,12957.135714285716,12406.578947368422
469,10671.035714285714,10263.5
470,15239.685714285717,15077.605263157895
471,14205.92857142857,13991.263157894737
472,12605.428571428574,12894.78947368421
473,13434.007142857143,13066.815789473685
474,10087.435714285713,10518.552631578947
475,14752.55,14472.078947368422
476,14089.242857142855,15446.921052631578
477,14439.414285714287,14975.184210526315
478,13898.67142857143,14476.473684210527
479,8830.957142857143,9192.236842105263
480,5076.578571428571,5397.736842105263
481,6490.650000000001,6929.184210526316
482,5764.278571428572,6307.789473684211
483,5251.342857142858,5413.421052631579
